place_name,place_address,orig_lat,orig_lng,naver_place_id,naver_url,naver_lat,naver_lng,match_confidence,matched_name,matched_address,verification_status,mismatch_flag,mismatch_reason
압구정로,서울 강남구 청담동 145,37.526108,127.046215,,,,,failed,,,not_matched,false,
도산대로,서울 강남구 도산대로 322,37.522216,127.037175,,,,,failed,,,not_matched,false,
인천공항,인천 영종구 운서동 2868,37.468432,126.437521,1062788713,https://map.naver.com/p/entry/place/1062788713,37.7665098,128.8766456,low,인천공항,강원 강릉시 교동광장로100번길 20 강원 강릉시 교동 1870-1,verified,false,
영종순환로,인천 영종구 운북동 1367-3,37.526414,126.507413,,,,,failed,,,not_matched,false,
너와집노래방,인천 제물포구 차이나타운로52번길 11,37.474967,126.617978,19398385,https://map.naver.com/p/entry/place/19398385,37.4749838,126.6180007,high,너와집노래방,인천 제물포구 차이나타운로52번길 11 인천 제물포구 선린동 40-1,verified,false,
차이나타운로,인천 제물포구 차이나타운로 56-19,37.474854,126.617928,,,,,failed,,,not_matched,false,
제물량로,인천 제물포구 제물량로 258,37.474791,126.617831,,,,,failed,,,not_matched,false,
용일시장,인천 미추홀구 인주대로174번길 25,37.454928,126.657378,13345666,https://map.naver.com/p/entry/place/13345666,37.4548078,126.6572434,mid,용일시장,인천 미추홀구 인주대로 178 인천 미추홀구 용현동 139-1,verified,false,
경인상가,인천 미추홀구 경인로 392,37.458034,126.683160,32430824,https://map.naver.com/p/entry/place/32430824,37.4580117,126.6835057,mid,경인종합상가,인천 미추홀구 경인로 392 인천 미추홀구 주안동 431-1,verified,false,
송도센트럴파크,인천 연수구 센트럴로 217,37.394709,126.637887,2146285981,https://map.naver.com/p/entry/place/2146285981,37.3953738,126.6369816,high,송도 센트럴파크,인천 연수구 센트럴로 217 인천 연수구 송도동 24-8,verified,false,
다운데어,경기 파주시 탄현면 헤이리마을길 55-34,37.788748,126.696201,1866061235,https://map.naver.com/p/entry/place/1866061235,37.7887476,126.6962006,high,다운데어,경기 파주시 탄현면 헤이리마을길 55-34 경기 파주시 탄현면 법흥리 1652-178,verified,false,
도담터스튜디오,경기 파주시 장터고개길 40-40,37.774041,126.734812,,,,,failed,,,not_matched,false,
월드고양로,경기 고양시 일산동구 월드고양로 138-1,37.656316,126.759736,,,,,failed,,,not_matched,false,
신도공영주차장,경기 고양시 덕양구 지축동 766-11,37.656063,126.899794,21154634,https://map.naver.com/p/entry/place/21154634,37.6560655,126.8997942,high,신도공영주차장,경기 고양시 덕양구 지축동 766-11,verified,false,
드메인,경기 고양시 덕양구 충장로282번길 40,37.638817,126.839280,1531292995,https://map.naver.com/p/entry/place/1531292995,37.6388358,126.8392842,high,드메인,경기 고양시 덕양구 충장로282번길 40 1층 경기 고양시 덕양구 화정동 131-5,verified,false,
청심평화월드센터,경기 가평군 설악면 미사리로 258,37.683825,127.520422,30976147,https://map.naver.com/p/entry/place/30976147,37.6837401,127.5205073,high,청심평화월드센터,경기 가평군 설악면 미사리로 258 청심평화월드센터 경기 가평군 설악면 송산리 584,verified,false,
가평 자라섬,경기 가평군 가평읍 달전리 25-2,37.817962,127.527073,1381273770,https://map.naver.com/p/entry/place/1381273770,37.81411,127.5107976,mid,자라섬,경기 가평군 가평읍 달전리,verified,false,
부천대학교,경기 부천시 소사구 소사로 56,37.463872,126.802934,1857337336,https://map.naver.com/p/entry/place/1857337336,37.4634405,126.8036873,high,부천대학교 소사캠퍼스,경기 부천시 소사구 소사로 56 경기 부천시 소사구 계수동 791,verified,false,
관악성당,경기 안양시 만안구 경수대로1140번길 24,37.414572,126.920303,13142323,https://map.naver.com/p/entry/place/13142323,37.4145622,126.920347,high,천주교 관악성당,경기 안양시 만안구 경수대로1140번길 24 관악성당 경기 안양시 만안구 안양동 18-114,verified,false,
힌터하우스,경기 안양시 만안구 예술공원로 237,37.418960,126.931602,1957870362,https://map.naver.com/p/entry/place/1957870362,37.4189564,126.931582,high,힌터하우스,경기 안양시 만안구 예술공원로 237 1층 경기 안양시 만안구 석수동 839-2,verified,false,
한양대학교 에리카캠퍼스,경기 안산시 상록구 한양대학로 55,37.298005,126.834494,1084625804,https://map.naver.com/p/entry/place/1084625804,37.295426,126.8353161,mid,아이엔지 한양대학교 에리카캠퍼스점,경기 안산시 상록구 한양대학로 55 경기 안산시 상록구 사동 1271,verified,false,
우봉집 위례,경기 성남시 수정구 위례서일로1길 8-6,37.466104,127.137852,1498574534,https://map.naver.com/p/entry/place/1498574534,37.4660887,127.1378472,high,우봉집 위례,경기 성남시 수정구 위례서일로1길 8-6 1층 경기 성남시 수정구 창곡동 551-2,verified,false,
사랑마트,경기 성남시 수정구 태평로108번길 8-1,37.450273,127.138547,19216617,https://map.naver.com/p/entry/place/19216617,37.450275,127.1385375,high,사랑마트,경기 성남시 수정구 태평로108번길 8-1 경기 성남시 수정구 태평동 329,verified,false,
코오롱 린든 그로브,경기 성남시 수정구 대왕판교로 801,37.411190,127.096911,19218911,https://map.naver.com/p/entry/place/19218911,37.4113533,127.0990877,high,코오롱린든그로브,경기 성남시 수정구 대왕판교로 801 경기 성남시 수정구 시흥동 320,verified,false,
자하연 분당,경기 광주시 대명대길 57,37.359269,127.170810,37993425,https://map.naver.com/p/entry/place/37993425,37.3606392,127.1740207,mid,자하연분당,경기 광주시 대명대길 57 경기 광주시 능평동 385,verified,false,
세븐일레븐 봉담푸른점,경기 화성시 효행구 봉담읍 장등1길 3-9,37.222403,126.944994,1937380640,https://map.naver.com/p/entry/place/1937380640,37.2224028,126.9449961,high,세븐일레븐 봉담푸른점,경기 화성시 효행구 봉담읍 장등1길 3-9 경기 화성시 효행구 봉담읍 상리 627-6,verified,false,
장안대학교,경기 화성시 효행구 봉담읍 삼천병마로 1182,37.213287,126.944482,11591353,https://map.naver.com/p/entry/place/11591353,37.213094,126.9475689,high,장안대학교,경기 화성시 효행구 봉담읍 삼천병마로 1182 경기 화성시 효행구 봉담읍 상리 460,verified,false,
서일여자고등학교,대전 서구 구봉산북로 22,36.294300,127.323546,12018623,https://map.naver.com/p/entry/place/12018623,36.2937058,127.3238604,high,서일여자고등학교,대전 서구 구봉산북로 22 대전 서구 관저동 1980,verified,false,
광한루주차장,전북 남원시 천거동 187-1,35.402155,127.379731,37526210,https://map.naver.com/p/entry/place/37526210,35.4018034,127.3782789,high,광한루원주차장,전북 남원시 광한서로 12 전북 남원시 천거동 110-1,verified,false,
켄싱턴리조트 지리산남원,전북 남원시 소리길 66,35.402437,127.385183,21012194,https://map.naver.com/p/entry/place/21012194,35.402057,127.3849,high,켄싱턴리조트 지리산남원,전북 남원시 소리길 66 켄싱턴리조트 지리산남원 전북 남원시 어현동 37-122,verified,false,
카페게이트 남원점,전북 남원시 소리길 66,35.402437,127.385183,1696977601,https://map.naver.com/p/entry/place/1696977601,35.402057,127.3849,high,카페게이트 남원점,전북 남원시 소리길 66 켄싱턴리조트 1층 전북 남원시 어현동 37-122,verified,false,
천개의향나무숲,전남광주통합특별시 구례군 광의면 천변길 12,35.226738,127.460313,1206961145,https://map.naver.com/p/entry/place/1206961145,35.2267458,127.4603165,high,천개의향나무숲,전남광주 구례군 광의면 천변길 12 전남광주 구례군 광의면 지천리 528-1,verified,false,
우장산힐스테이트,서울 강서구 강서로52길 34,37.557508,126.839764,18947809,https://map.naver.com/p/entry/place/18947809,37.5572881,126.8393968,mid,우장산힐스테이트아파트북문,서울 강서구 내발산동,verified,false,
전주콩나물국밥,서울 마포구 독막로 35,37.548313,126.917484,20272174,https://map.naver.com/p/entry/place/20272174,37.548279,126.917489,mid,비사벌전주콩나물국밥 합정점,서울 마포구 독막로 35 서울 마포구 합정동 412-14,verified,false,
샛별빌라,서울 마포구 독막로19길 20-15,37.548686,126.925586,15902141,https://map.naver.com/p/entry/place/15902141,36.427823,129.0551884,low,샛별빌라,경북 청송군 청송읍 금곡2길 15-1 경북 청송군 청송읍 금곡리 891-7,verified,false,
인시즌,서울 마포구 성미산로29길 16,37.564851,126.922600,34203560,https://map.naver.com/p/entry/place/34203560,37.5670966,126.929608,low,인시즌,서울 서대문구 연희맛로 23 1층 2호 서울 서대문구 연희동 131-1,verified,false,
은행나무어린이공원,서울 마포구 성미산로29길 17-3,37.564630,126.922417,18799220,https://map.naver.com/p/entry/place/18799220,37.5646342,126.9222894,mid,은행나무어린이공원,서울 마포구 연남동,verified,false,
그대와인,서울 마포구 어울마당로5길 52,37.550084,126.917981,,,,,failed,,,not_matched,false,
산울림소극장버정,서울 마포구 와우산로 150-1,37.554348,126.929917,,,,,failed,,,not_matched,false,
자연인들,서울 마포구 와우산로22길 34,37.551024,126.924189,,,,,failed,,,not_matched,false,
포토바이,서울 마포구 와우산로27길 50,37.555053,126.925897,21643120,https://map.naver.com/p/entry/place/21643120,37.5550417,126.9258365,high,포토바이 홍대,서울 마포구 와우산로27길 50 서울 마포구 서교동 332-13,verified,false,
곤밥,서울 마포구 토정로 105,37.545218,126.922584,35788326,https://map.naver.com/p/entry/place/35788326,37.5452213,126.9225812,high,곤밥,서울 마포구 토정로 105 1층 서울 마포구 상수동 339-9,verified,false,
호미화방,서울 마포구 홍익로3길 20,37.553516,126.921715,36175030,https://map.naver.com/p/entry/place/36175030,37.5532647,126.9216889,high,호미화방,"서울 마포구 홍익로3길 20 서교프라자 1층,2층 서울 마포구 서교동 357-1",verified,false,
수금속,서울 영등포구 도림로126길 7-1,37.514061,126.897079,1445796993,https://map.naver.com/p/entry/place/1445796993,37.5140454,126.8971011,high,수금속,서울 영등포구 도림로126길 7-1 서울 영등포구 문래동3가 54-36,verified,false,
데이즈쇼룸,서울 용산구 대사관로5길 29,37.535524,127.000128,2046386654,https://map.naver.com/p/entry/place/2046386654,36.8107255,127.1040631,low,어몽데이즈,충남 천안시 서북구 불당30길 42 1층 102호 충남 천안시 서북구 불당동 1762,verified,false,
이태원국민은행,서울 용산구 보광로 127,37.534084,126.993719,32840266,https://map.naver.com/p/entry/place/32840266,37.5384402,126.9879518,low,KB국민은행,서울 용산구 회나무로 4 서울 용산구 이태원동 293-2,verified,false,
버들골이야기,서울 용산구 보광로59길 14-1,37.534058,126.993229,1736045813,https://map.naver.com/p/entry/place/1736045813,37.5340312,126.9932143,mid,버들골이야기 이태원점,서울 용산구 보광로59길 14-1 1층 서울 용산구 이태원동 128-10,verified,false,
한담곱창,서울 용산구 새창로 209,37.530675,126.967008,1120176559,https://map.naver.com/p/entry/place/1120176559,37.5306171,126.9670219,low,한담곱창 용산본점,서울 용산구 새창로 209 1층 한담곱창 서울 용산구 한강로2가 2-194,verified,false,
소월로계단,서울 용산구 소월로 168,37.547958,126.984237,,,,,failed,,,not_matched,false,
빈티지샵,서울 용산구 우사단로10길 114,37.531309,127.001269,1500165857,https://map.naver.com/p/entry/place/1500165857,37.5610214,126.98339,low,그린빈티지,서울 중구 명동2길 57 지하 1층 서울 중구 충무로1가 24-28,verified,false,
현대카드뮤직라이브러리,서울 용산구 이태원로 246,37.536636,127.000702,36665677,https://map.naver.com/p/entry/place/36665677,37.5366943,127.0006742,high,현대카드 뮤직 라이브러리,서울 용산구 이태원로 246 서울 용산구 한남동 683-132,verified,false,
우리동네키움센터,서울 용산구 이태원로36길 7,,,1500523723,https://map.naver.com/p/entry/place/1500523723,37.5099198,126.9590894,low,흑석꿈우리동네키움센터,서울 동작구 흑석로13길 25 3층 서울 동작구 흑석동 341-2,verified,false,
미미옥,서울 용산구 한강대로15길 27,37.526283,126.962951,1565282758,https://map.naver.com/p/entry/place/1565282758,37.5262852,126.9630047,low,미미옥 신용산점,서울 용산구 한강대로15길 27 서울 용산구 한강로3가 40-463,verified,false,
골목집화로구이/한대포,서울 용산구 한강대로39길 12-12,37.531194,126.968697,,,,,failed,,,not_matched,false,
어항로,서울 용산구 한강대로52길 17-4,37.532122,126.972338,,,,,failed,,,not_matched,false,
신용산지하차도,서울 용산구 한강로2가 2-367,37.531144,126.966259,18725880,https://map.naver.com/p/entry/place/18725880,37.5313215,126.9659146,mid,신용산지하차도,서울 용산구 한강로3가,verified,false,
신월동쓰리팝PC방,서울 양천구 곰달래로 48,37.529865,126.838204,,,,,failed,,,not_matched,false,
CU신월하나점(폐업),서울 양천구 곰달래로 46,37.529795,126.837911,,,,,failed,,,precheck:closed_place_name,false,
한성상가,서울 구로구 경인로55길 51,37.503773,126.876244,1652799689,https://map.naver.com/p/entry/place/1652799689,37.5037714,126.8762427,high,한성상가,서울 구로구 경인로55길 51 한성상가 서울 구로구 구로동 609-1,verified,false,
미래산업 잭,서울 구로구 신도림로15길 21-9,37.510096,126.880474,1468148335,https://map.naver.com/p/entry/place/1468148335,37.5099274,126.8807159,high,미래산업잭,서울 구로구 신도림로15길 21-9 서울 구로구 신도림동 295-5,verified,false,
삼진기업주변,서울 구로구 신도림로15길 20,37.509704,126.881466,,,,,failed,,,not_matched,false,
헤이피피 홍대점,서울 마포구 와우산로17길 19-11,37.549666,126.921696,,,,,failed,,,not_matched,false,
클럽엑스엑스2,서울 마포구 와우산로17길 10,37.550321,126.922492,1353578765,https://map.naver.com/p/entry/place/1353578765,37.5502566,126.9224943,high,클럽엑스엑스2,서울 마포구 와우산로17길 10 . 지하1층(서교동) 서울 마포구 서교동 407-6 . 지하1층(),verified,false,
어울마당로,서울 마포구 서교동 365-28,37.551328,126.921372,,,,,failed,,,not_matched,false,
영등포경찰서,서울 영등포구 국회대로 608,37.525989,126.901193,11642496,https://map.naver.com/p/entry/place/11642496,37.5258475,126.9009425,high,서울영등포경찰서,서울 영등포구 국회대로 608 서울 영등포구 당산동3가 2-11,verified,false,
영등포경찰서앞,서울 영등포구 국회대로 608,37.525989,126.901193,,,,,failed,,,not_matched,false,
이앤비하이코,서울 영등포구 버드나루로8길 12,37.523604,126.911854,387905571,https://map.naver.com/p/entry/place/387905571,37.6136625,126.6221546,low,이앤비하이코,경기 김포시 양촌읍 황금로127번길 107 경기 김포시 양촌읍 학운리 3044,verified,false,
영등포로,서울 영등포구 영등포로 379-1,37.513964,126.920433,,,,,failed,,,not_matched,false,
밤동산지하보도,서울 영등포구 신길동 5-8,37.514628,126.922259,,,,,failed,,,not_matched,false,
영등포로67가길,서울 영등포구 영등포로79길 9,37.514607,126.921223,,,,,failed,,,not_matched,false,
영등포로79가길,서울 영등포구 영등포로79가길 12,37.514639,126.920191,,,,,failed,,,not_matched,false,
이레아키빌,서울 영등포구 영등포로86길 28,37.510645,126.922512,19011236,https://map.naver.com/p/entry/place/19011236,37.5105668,126.9224909,high,이레아키빌,서울 영등포구 영등포로86길 28-1 서울 영등포구 신길동 454-3,verified,false,
쓰리팝PC카페대방점,서울 동작구 등용로 123,37.512143,126.931722,,,,,failed,,,not_matched,false,
노량진로26길,서울 동작구 노량진로26길 57,37.510114,126.955479,,,,,failed,,,not_matched,false,
문배동이안아파트앞 정류장,서울 용산구 청파로 205-6,37.538227,126.970348,,,,,failed,,,not_matched,false,
멕시칸치킨 효창중앙점,서울 용산구 효창원로69길 5,37.541453,126.961555,11801206,https://map.naver.com/p/entry/place/11801206,37.54145,126.961664,high,멕시칸치킨 효창중앙점,서울 용산구 효창원로69길 5 지상1층 서울 용산구 효창동 5-364,verified,false,
효창원로69길,서울 용산구 효창원로69길 15,37.541854,126.961261,,,,,failed,,,not_matched,false,
중랑천 농구장,서울 도봉구 도봉동 2-6,37.691006,127.049630,,,,,failed,,,not_matched,false,
중대로 횡단보도,서울 송파구 중대로 192,37.498902,127.126295,,,,,failed,,,not_matched,false,
송파사회복지관.성요셉성당 정류장,서울 송파구 문정로 221,37.498225,127.140635,,,,,failed,,,not_matched,false,
거마로7길,서울 송파구 거마로7길 44,37.497752,127.141487,,,,,failed,,,not_matched,false,
인천공항,인천 영종구 공항로 271,37.447671,126.452172,1062788713,https://map.naver.com/p/entry/place/1062788713,37.7665098,128.8766456,low,인천공항,강원 강릉시 교동광장로100번길 20 강원 강릉시 교동 1870-1,verified,false,
인천하늘고등학교,인천 영종구 영종대로277번길 117,37.495432,126.507240,13439821,https://map.naver.com/p/entry/place/13439821,37.4949381,126.5070428,high,인천하늘고등학교,인천 영종구 영종대로277번길 117 인천 영종구 운서동 569,verified,false,
송도트리플스트리트,인천 연수구 송도과학로16번길 33-2,37.380445,126.660232,1136743109,https://map.naver.com/p/entry/place/1136743109,37.380445,126.6602319,high,미도인 송도트리플스트리트,인천 연수구 송도과학로16번길 33-2 송도트리플스트리트 B동 지하3층 B308b호 인천 연수구 송도동 174-3,verified,false,
성사교회,경기 고양시 덕양구 충장로350번길 99,37.642573,126.844642,19932306,https://map.naver.com/p/entry/place/19932306,37.6547181,126.8333105,mid,성사교회,경기 고양시 덕양구 호국로 755 보훈회관 경기 고양시 덕양구 성사동 740-3,verified,false,
뉴대성병원,경기 부천시 원미구 심곡1동 110-6,37.492375,126.784188,13240324,https://map.naver.com/p/entry/place/13240324,37.4925712,126.784169,mid,뉴대성병원,경기 부천시 원미구 부천로 91 경기 부천시 원미구 심곡동 110-6,verified,false,
로얄볼링장,경기 하남시 신장로 179,37.541097,127.199540,13513086,https://map.naver.com/p/entry/place/13513086,37.541086,127.1996986,high,로얄볼링장,경기 하남시 신장로 179 무학프라자 지하1층 로얄볼링센타 경기 하남시 덕풍동 358-1,verified,false,
이디야커피 하남덕풍초교점,경기 하남시 신장로 200,37.542985,127.199146,1622584730,https://map.naver.com/p/entry/place/1622584730,37.5430703,127.1990627,high,이디야커피 하남덕풍초교점,경기 하남시 신장로 200 1층 경기 하남시 덕풍동 340-30,verified,false,
대전시민천문대 주차장,대전 유성구 과학로 213-48,36.381622,127.353662,,,,,failed,,,not_matched,false,
한남대학교,대전 대덕구 한남로 70,36.355151,127.422469,11591667,https://map.naver.com/p/entry/place/11591667,36.3541173,127.4217991,high,한남대학교,대전 대덕구 한남로 70 한남대학교 대전 대덕구 오정동 133,verified,false,
우송대학교 동캠퍼스,대전 동구 백룡로 59,36.337029,127.453586,390143681,https://map.naver.com/p/entry/place/390143681,36.3367383,127.4532927,mid,우송대학교 동캠퍼스,대전 동구 대전 동구 자양동 112-5,verified,false,
오랑1길 육교,대전 서구 대신2길 49,36.311264,127.379756,,,,,failed,,,not_matched,false,
육교앞,대전 서구 대신2길 49,36.311264,127.379756,,,,,failed,,,not_matched,false,
대전대신고등학교,대전 서구 오량1길 98,36.308959,127.380049,12018595,https://map.naver.com/p/entry/place/12018595,36.3093302,127.3809827,high,대전대신고등학교,대전 서구 오량1길 98 대전 서구 복수동 283-1,verified,false,
다원레스토랑,서울 강서구 공항대로65길 1-5,37.550390,126.867060,18327700,https://map.naver.com/p/entry/place/18327700,37.550449,126.867054,high,다원레스토랑,서울 강서구 공항대로65길 1-5 서울 강서구 염창동 272-8,verified,false,
뱅센느,서울 서대문구 연희로11길 41,37.568242,126.929206,13119742,https://map.naver.com/p/entry/place/13119742,37.5683333,126.9292,high,뱅센느,서울 서대문구 연희로11길 41 뱅센느 서울 서대문구 연희동 129-1,verified,false,
대포막창,서울 마포구 양화로6길 57-5,37.548945,126.917471,1019592431,https://map.naver.com/p/entry/place/1019592431,37.5489074,126.917508,high,대포막창,서울 마포구 양화로6길 57-5 서울 마포구 서교동 396-58,verified,false,
서울마리나뒤쪽,서울 영등포구 여의도동 81-10,37.535716,126.911166,,,,,failed,,,not_matched,false,
글래드여의도,서울 영등포구 의사당대로 16,37.527409,126.917265,35877451,https://map.naver.com/p/entry/place/35877451,37.5275159,126.9173126,high,글래드 여의도,서울 영등포구 의사당대로 16 서울 영등포구 여의도동 17-5,verified,false,
미켈레커피 여의도점,서울 영등포구 의사당대로 38,37.526108,126.918710,1181507992,https://map.naver.com/p/entry/place/1181507992,37.5253687,126.9191593,high,미켈레커피 여의도점,서울 영등포구 의사당대로 38 더샵아일랜드파크 101동 107~108호 미켈레커피 서울 영등포구 여의도동 17,verified,false,
여의도일대&마포대교,서울 영등포구 여의도동 85-2,37.532429,126.935734,18999832,https://map.naver.com/p/entry/place/18999832,37.5340684,126.9375033,mid,마포대교,서울 영등포구 여의도동,verified,false,
여의도순복음교회 제2교육관,서울 영등포구 국회대로76길 25,37.530100,126.923668,19000203,https://map.naver.com/p/entry/place/19000203,37.5300641,126.9236778,high,여의도순복음교회제2교육관빌딩,서울 영등포구 국회대로76길 25 서울 영등포구 여의도동 11-17,verified,false,
엄마손감자탕,서울 영등포구 은행로 3,37.527512,126.919666,32355161,https://map.naver.com/p/entry/place/32355161,37.5275014,126.919576,high,엄마손감자탕,서울 영등포구 은행로 3 익스콘벤처빌딩 B103호 서울 영등포구 여의도동 15-24,verified,false,
국회앞 지하보도,서울 영등포구 은행로 14,37.527122,126.920832,1047792239,https://map.naver.com/p/entry/place/1047792239,37.5259912,126.919157,mid,여의도국회앞지하보도 지하1층 대피소,서울 영등포구 의사당대로 38 서울 영등포구 여의도동 17,verified,false,
정우빌딩앞,서울 영등포구 은행로 29,37.529082,126.921889,,,,,failed,,,not_matched,false,
한국수출입은행본점 옆,서울 영등포구 은행로 38,37.528637,126.923399,,,,,failed,,,not_matched,false,
백원,서울 영등포구 여의공원로 101,37.529272,126.924893,34678208,https://map.naver.com/p/entry/place/34678208,37.5292503,126.9249077,mid,백원중식당,서울 영등포구 여의공원로 101 CCMM빌딩 12F 서울 영등포구 여의도동 12,verified,false,
여의공원로,서울 영등포구 여의공원로 111,37.529797,126.925781,,,,,failed,,,not_matched,false,
대오빌딩앞,서울 영등포구 여의나루로 53-1,37.522702,126.924994,,,,,failed,,,not_matched,false,
여의주,서울 영등포구 국제금융로6길 33,37.520791,126.926912,18583585,https://map.naver.com/p/entry/place/18583585,37.5207631,126.9269444,high,여의주,서울 영등포구 국제금융로6길 33 여의도백화점 B1 서울 영등포구 여의도동 36-2,verified,false,
리버타워 맞은편,서울 영등포구 63로 36,37.519421,126.938610,,,,,failed,,,not_matched,false,
장미의집,서울 영등포구 국제금융로7길 32,37.523309,126.933882,18581814,https://map.naver.com/p/entry/place/18581814,37.5238899,126.934014,high,장미의집,서울 영등포구 국제금융로7길 32 상가 2층 서울 영등포구 여의도동 40,verified,false,
여의도따로국밥,서울 영등포구 여의대방로69길 28,37.521399,126.930233,19882405,https://map.naver.com/p/entry/place/19882405,37.5214737,126.9301308,high,여의도따로국밥,서울 영등포구 여의대방로69길 28 유성빌딩 서울 영등포구 여의도동 43-1,verified,false,
서글렁탕,서울 영등포구 여의대방로 394,37.519391,126.932766,11678468,https://map.naver.com/p/entry/place/11678468,37.519423,126.932988,high,서글렁탕,서울 영등포구 여의대방로 394 우정빌딩 서울 영등포구 여의도동 53,verified,false,
여의도한강공원(오리배),서울 영등포구 여의동로 252,37.522837,126.941575,18999096,https://map.naver.com/p/entry/place/18999096,37.5229462,126.9414949,high,여의도한강공원오리배타는곳,서울 영등포구 여의도동 여의동로 252 서울 영등포구 여의도동 86,verified,false,
덕원,서울 영등포구 버드나루로6길 6,37.522294,126.912035,430541247,https://map.naver.com/p/entry/place/430541247,37.2352361,127.1996823,low,덕원,경기 용인시 처인구 금령로27번길 6-6 경기 용인시 처인구 김량장동 323-13,verified,false,
한강대교 아래,서울 용산구 이촌동 376,37.521176,126.960181,18726054,https://map.naver.com/p/entry/place/18726054,37.5175183,126.9588201,mid,한강대교,서울 용산구 이촌동,verified,false,
서호교 아래,서울 용산구 이촌동 321-1,37.527948,126.952434,,,,,failed,,,not_matched,false,
이촌한강공원,서울 용산구 이촌동 389-1,37.523923,126.954094,1968177148,https://map.naver.com/p/entry/place/1968177148,37.5219923,126.9574987,mid,이촌 한강공원 농구장,서울 용산구 이촌동,verified,false,
홍돈 용산점,서울 용산구 원효로2가 93-3,37.534583,126.961050,11726453,https://map.naver.com/p/entry/place/11726453,37.5345989,126.9610795,mid,홍돈 용산,서울 용산구 원효로2가 93-3,verified,false,
서울스퀘어,서울 중구 한강대로 416,37.555504,126.973751,18025073,https://map.naver.com/p/entry/place/18025073,37.555778,126.9736722,high,서울스퀘어,서울 중구 한강대로 416 서울스퀘어 서울 중구 남대문로5가 541,verified,false,
남대문시장 E동,서울 중구 남대문시장4길 21,37.559186,126.977654,,,,,failed,,,not_matched,false,
남대문시장2길,서울 중구 남창동 51-8,37.559119,126.976516,,,,,failed,,,not_matched,false,
명동예술극장,서울 중구 명동길 35,37.564041,126.984202,13097297,https://map.naver.com/p/entry/place/13097297,37.563906,126.9842803,high,국립극단 명동예술극장,서울 중구 명동길 35 서울 중구 명동1가 54,verified,false,
로얄호텔서울,서울 중구 명동길 61,37.564386,126.985864,1908598567,https://map.naver.com/p/entry/place/1908598567,37.564289,126.9856145,high,로얄호텔서울,서울 중구 명동길 61 서울 중구 명동1가 6-3,verified,false,
약현성당,서울 중구 청파로 447-1,37.559193,126.966980,1003653399,https://map.naver.com/p/entry/place/1003653399,37.5591524,126.9675093,high,중림동약현성당,서울 중구 청파로 447-1 서울 중구 중림동 149-2,verified,false,
설가온,서울 종로구 세종대로 175,37.571848,126.976168,36444929,https://map.naver.com/p/entry/place/36444929,37.5726222,126.9759463,high,설가온,서울 종로구 세종대로 175 세종문화회관 지하1층 설가온 서울 종로구 세종로 81-3,verified,false,
노들집,서울 종로구 돈화문로11다길 14,37.572979,126.990765,35831942,https://map.naver.com/p/entry/place/35831942,37.5729833,126.9907723,high,노들집,서울 종로구 돈화문로11다길 14 서울 종로구 돈의동 9,verified,false,
경성의복,서울 종로구 삼일대로30길 56,37.574335,126.990804,1975804748,https://map.naver.com/p/entry/place/1975804748,37.6830692,126.7570806,low,경성의복,경기 고양시 일산서구 웅비로 4-15 1층 경기 고양시 일산서구 대화동 2028-10,verified,false,
종로,서울 종로구 종로 146-1,37.570242,126.993809,1336489945,https://map.naver.com/p/entry/place/1336489945,37.572733,126.990395,mid,뉴욕포차 종로,서울 종로구 돈화문로11길 18 2층 서울 종로구 돈의동 44-1,verified,false,
종로24길,서울 종로구 종로 150,37.570253,126.994235,,,,,failed,,,not_matched,false,
남도식당,서울 종로구 수표로20길 18,37.569883,126.990462,1196432181,https://map.naver.com/p/entry/place/1196432181,37.5698586,126.9904292,high,남도식당,서울 종로구 수표로20길 18 서울 종로구 관수동 38-2,verified,false,
서울보증보험,서울 종로구 김상옥로 29,37.573646,127.000602,1765093211,https://map.naver.com/p/entry/place/1765093211,37.573686,127.0007739,high,서울보증보험빌딩,서울 종로구 김상옥로 29 서울 종로구 연지동 136-74,verified,false,
자하문로2길,서울 종로구 통의동 37-4,37.576557,126.972822,,,,,failed,,,not_matched,false,
윤보선길,서울 종로구 윤보선길 21,37.576978,126.983938,,,,,failed,,,not_matched,false,
이화벽화마을,서울 종로구 율곡로19길 68-48,37.577372,127.007872,13519224,https://map.naver.com/p/entry/place/13519224,37.5780674,127.0071351,mid,이화마을,서울 종로구 이화장길 70-11 서울 종로구 동숭동 199-10,verified,false,
딱지치기,서울 종로구 대학로 127-6,37.582599,127.001337,11480529,https://map.naver.com/p/entry/place/11480529,37.5826032,127.001341,high,딱지치기,서울 종로구 대학로 127-6 1층딱지치기 서울 종로구 명륜4가 28-2,verified,false,
해바라기어린이공원,서울 노원구 하계동 277,37.634864,127.071286,18642251,https://map.naver.com/p/entry/place/18642251,37.6348296,127.0714979,high,해바라기어린이공원,서울 노원구 하계동,verified,false,
성덕정17길,서울 성동구 성덕정17길 8-1,37.538039,127.055354,,,,,failed,,,not_matched,false,
밤과음악사이건대입구점,서울 광진구 아차산로 235,37.540613,127.069530,37691346,https://map.naver.com/p/entry/place/37691346,37.5406156,127.0695398,high,밤과음악사이건대입구점,서울 광진구 아차산로 235 지하1층 서울 광진구 화양동 7-12,verified,false,
