priority_rank,title,place_rows,audience_acc,award,source_url,audience_numeric,has_award,priority_tier,codex_status,codex_notes
354,권순분여사 납치사건,0,1450374,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070421,1450374,False,C,pending,
355,작전,0,1445923,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090023,1445923,False,C,pending,
356,바람의 파이터,0,1432317,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040596,1432317,False,C,pending,
357,인간중독,0,1426083,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20133322,1426083,False,C,pending,
358,탐정 홍길동: 사라진 마을,0,1424041,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20142406,1424041,False,C,pending,
359,조폭마누라3,0,1419119,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060357,1419119,False,C,pending,
360,보이스,0,1418958,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20190815,1418958,False,C,pending,
361,런닝맨,0,1412725,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20126671,1412725,False,C,pending,
362,중천,0,1407740,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060370,1407740,False,C,pending,
363,외계+인 2부,0,1406244,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20235253,1406244,False,C,pending,
364,거룩한 계보,0,1394392,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060292,1394392,False,C,pending,
365,퍼펙트 게임,0,1394143,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20113260,1394143,False,C,pending,
366,기억의 밤,0,1385195,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20173581,1385195,False,C,pending,
367,마파도2,0,1373457,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060407,1373457,False,C,pending,
368,달짝지근해: 7510,0,1371744,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20226500,1371744,False,C,pending,
369,브이아이피,0,1364953,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20164174,1364953,False,C,pending,
370,리베라메,0,1350000,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20000055,1350000,False,C,pending,
371,구르믈 버서난 달처럼,0,1349616,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090931,1349616,False,C,pending,
372,와일드 씽,0,1345203,,https://www.moviechart.co.kr/rank/boxoffice,1345203,False,C,pending,
373,은교,0,1340209,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124066,1340209,False,C,pending,
374,궁녀,0,1339015,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070497,1339015,False,C,pending,
375,특별시민,0,1334084,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20162871,1334084,False,C,pending,
376,차형사,0,1330352,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124065,1330352,False,C,pending,
377,골든슬럼버,0,1327592,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20168250,1327592,False,C,pending,
378,궁합,0,1327441,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20150969,1327441,False,C,pending,
379,해적: 도깨비 깃발,0,1326713,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20201965,1326713,False,C,pending,
380,야수와 미녀,0,1320043,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050261,1320043,False,C,pending,
381,검은 집,0,1316488,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070205,1316488,False,C,pending,
382,사라진 밤,0,1314308,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20178781,1314308,False,C,pending,
383,미스터 고,0,1303250,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124082,1303250,False,C,pending,
384,간첩,0,1301995,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124400,1301995,False,C,pending,
385,해바라기,0,1300978,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060353,1300978,False,C,pending,
386,내 여자친구를 소개합니다,0,1296554,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040568,1296554,False,C,pending,
387,킹 오브 킹스,0,1296035,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20254275,1296035,False,C,pending,
388,영화는 영화다,0,1292227,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20081243,1292227,False,C,pending,
389,간 큰 가족,0,1288602,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050064,1288602,False,C,pending,
390,장산범,0,1286804,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20151003,1286804,False,C,pending,
391,청담보살,0,1274347,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090590,1274347,False,C,pending,
392,클로젯,0,1265776,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20182447,1265776,False,C,pending,
393,시실리 2km,0,1261624,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040617,1261624,False,C,pending,
394,가족,0,1260717,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040554,1260717,False,C,pending,
395,각설탕,0,1253826,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060214,1253826,False,C,pending,
396,늑대의 유혹,0,1246447,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040576,1246447,False,C,pending,
397,킹콩을 들다,0,1245275,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090336,1245275,False,C,pending,
398,간기남,0,1238151,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124032,1238151,False,C,pending,
399,유열의 음악앨범,0,1225554,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20181416,1225554,False,C,pending,
400,오케이 마담,0,1225004,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20199883,1225004,False,C,pending,
401,퍼펙트맨,0,1224676,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20184483,1224676,False,C,pending,
402,그녀가 죽었다,0,1222026,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20203557,1222026,False,C,pending,
403,해치지않아,0,1217492,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20183002,1217492,False,C,pending,
404,찌라시: 위험한 소문,0,1217370,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20139401,1217370,False,C,pending,
405,사랑의 하츄핑,0,1212652,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20249733,1212652,False,C,pending,
406,동감,0,1200000,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20000011,1200000,False,C,pending,
407,특별수사: 사형수의 편지,0,1198197,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20159645,1198197,False,C,pending,
408,해빙,0,1197869,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20150971,1197869,False,C,pending,
409,깡철이,0,1197467,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20123381,1197467,False,C,pending,
410,허브,0,1194747,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060412,1194747,False,C,pending,
411,더 웹툰: 예고살인,0,1194450,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20129114,1194450,False,C,pending,
412,심야의 F.M.,0,1193878,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100302,1193878,False,C,pending,
413,악녀,0,1192888,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20162343,1192888,False,C,pending,
414,바람 바람 바람,0,1191776,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20153447,1191776,False,C,pending,
415,시간이탈자,0,1191587,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20142621,1191587,False,C,pending,
416,결혼전야,0,1191464,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20136061,1191464,False,C,pending,
417,생일,0,1191011,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20183096,1191011,False,C,pending,
418,황진이,0,1188172,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070128,1188172,False,C,pending,
419,육혈포 강도단,0,1185505,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090939,1185505,False,C,pending,
420,못말리는 결혼,0,1184054,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070151,1184054,False,C,pending,
421,빅매치,0,1174667,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20134590,1174667,False,C,pending,
422,최강로맨스,0,1173982,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060417,1173982,False,C,pending,
423,R2B: 리턴투베이스,0,1172877,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124049,1172877,False,C,pending,
424,만남의 광장,0,1168111,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070089,1168111,False,C,pending,
425,서양 골동 양과자점 앤티크,0,1167865,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20080637,1167865,False,C,pending,
426,즐거운 인생,0,1167110,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070380,1167110,False,C,pending,
427,"힘을 내요, 미스터 리",0,1166190,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20187322,1166190,False,C,pending,
428,이장과 군수,0,1161231,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070084,1161231,False,C,pending,
429,건국전쟁,0,1160625,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20247074,1160625,False,C,pending,
430,행복,0,1159548,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070433,1159548,False,C,pending,
431,돈의 맛,0,1159005,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20124064,1159005,False,C,pending,
432,인생은 아름다워,0,1158887,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20198317,1158887,False,C,pending,
433,홀리데이,0,1155175,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050349,1155175,False,C,pending,
434,항거:유관순 이야기,0,1143977,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20196601,1143977,False,C,pending,
435,슬로우 비디오,0,1140324,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20135386,1140324,False,C,pending,
436,인사동 스캔들,0,1139972,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090225,1139972,False,C,pending,
437,장수상회,0,1139592,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20140703,1139592,False,C,pending,
438,미씽: 사라진 여자,0,1139535,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20153741,1139535,False,C,pending,
439,동주,0,1138753,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20158482,1138753,False,C,pending,
440,고령화 가족,0,1136853,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20120426,1136853,False,C,pending,
441,가문의 영광5 - 가문의 귀환,0,1133197,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20128687,1133197,False,C,pending,
442,하루,0,1127764,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20166384,1127764,False,C,pending,
443,장사리 : 잊혀진 영웅들,0,1125480,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20193601,1125480,False,C,pending,
444,성난 변호사,0,1124137,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20142855,1124137,False,C,pending,
445,B형 남자친구,0,1121897,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050008,1121897,False,C,pending,
446,특수본,0,1110799,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20110906,1110799,False,C,pending,
447,싸움의 기술,0,1110115,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050346,1110115,False,C,pending,
448,드림,0,1107622,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20198482,1107622,False,C,pending,
449,간신,0,1107273,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20142402,1107273,False,C,pending,
450,달콤한 인생,0,1105198,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050017,1105198,False,C,pending,
451,김종욱 찾기,0,1093315,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20101200,1093315,False,C,pending,
452,회사원,0,1091597,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20113886,1091597,False,C,pending,
453,6년째 연애중,0,1089093,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070548,1089093,False,C,pending,
454,S 다이어리,0,1081092,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040641,1081092,False,C,pending,
455,베스트셀러,0,1077983,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100131,1077983,False,C,pending,
456,롱 리브 더 킹: 목포 영웅,0,1076594,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20198453,1076594,False,C,pending,
457,얼굴,0,1065278,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20242964,1065278,False,C,pending,
458,미스터 소크라테스,0,1063012,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050280,1063012,False,C,pending,
459,알포인트,0,1061025,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040613,1061025,False,C,pending,
460,오빠생각,0,1060103,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20158483,1060103,False,C,pending,
461,분홍신,0,1052445,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050135,1052445,False,C,pending,
462,"날, 보러와요",0,1051559,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20152782,1051559,False,C,pending,
463,전지적 독자 시점,0,1045112,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20233227,1045112,False,C,pending,
464,비공식작전,0,1041899,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20193879,1041899,False,C,pending,
465,시크릿,0,1039444,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20090311,1039444,False,C,pending,
466,지금 사랑하는 사람과 살고 있습니까?,0,1033725,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20070367,1033725,False,C,pending,
467,수상한 고객들,0,1032877,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20119974,1032877,False,C,pending,
468,동창생,0,1032152,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20127595,1032152,False,C,pending,
469,그놈이다,0,1031496,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20157465,1031496,False,C,pending,
470,주홍글씨,0,1017527,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20040671,1017527,False,C,pending,
471,1947 보스톤,0,1010900,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20197122,1010900,False,C,pending,
472,파괴된 사나이,0,1008614,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20100353,1008614,False,C,pending,
473,연애술사,0,1007705,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20050083,1007705,False,C,pending,
474,짝패,0,1007490,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20060134,1007490,False,C,pending,
475,오직 그대만,0,1004260,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20112589,1004260,False,C,pending,
476,히든페이스,0,1001871,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20225184,1001871,False,C,pending,
477,가위,0,1000000,,https://www.kobis.or.kr/kobis/business/mast/mvie/searchMovieDtl.do?code=20000009,1000000,False,C,pending,
