qid,official_en,alias,type,lat,lon,wikidata_url
Q12619214,Cheongyang-eup,Chongyang,eup of South Korea,36.44935,126.77402,http://www.wikidata.org/entity/Q12619214
Q12619214,Cheongyang-eup,Cheongyang,eup of South Korea,36.44935,126.77402,http://www.wikidata.org/entity/Q12619214
Q12619269,Cheongju Dongbu Fire Station,Eastern Cheongju Fire Station,fire station,36.620708333,127.494666666,http://www.wikidata.org/entity/Q12619269
Q12619985,Chubongdo,Chubong Island,island,34.761077777,128.523775,http://www.wikidata.org/entity/Q12619985
Q12619997,Chuja Islands,Shushi Group,island,33.9471139,126.3201806,http://www.wikidata.org/entity/Q12619997
Q12622916,Korean Christian Museum at Soongsil University,Korean Christian Museum,university museum,37.495555555,126.956944444,http://www.wikidata.org/entity/Q12622916
Q12622916,Korean Christian Museum at Soongsil University,The Korean Christian Museum at Soongsil University,university museum,37.495555555,126.956944444,http://www.wikidata.org/entity/Q12622916
Q12622922,Korean Christian Society,Korea Association of Christian Studies,organization,37.576813,127.000266,http://www.wikidata.org/entity/Q12622922
Q12622926,Korean Technical Management Institute,KTMI,organization,36.924063,127.241996,http://www.wikidata.org/entity/Q12622926
Q12622929,Korea Basic Science Institute,KBSI,research institute,36.373,127.351,http://www.wikidata.org/entity/Q12622929
Q12622952,Korea Labor Institute,KLI,institute,36.494095,127.304624,http://www.wikidata.org/entity/Q12622952
Q12622983,Korea Rural Economic Institute,KREI,public institution in South Korea,35.01604,126.710754,http://www.wikidata.org/entity/Q12622983
Q12622988,Korea Institute of Brain Science,KIBS,research institute,37.52616,127.022697,http://www.wikidata.org/entity/Q12622988
Q12623040,The Korean Society of Design Culture,KSDC,organization,37.353443,127.105416,http://www.wikidata.org/entity/Q12623040
Q12623085,Korea Culture & Tourism Institute,KCTI,research institute,37.579527535,126.813793842,http://www.wikidata.org/entity/Q12623085
Q12623103,Korean Cultural Heritage Association,Association of Korean Cultural Properties Researchers,organization,36.366926,127.382566,http://www.wikidata.org/entity/Q12623103
Q12623103,Korean Cultural Heritage Association,Korean Association for Archaeological Heritage,organization,36.366926,127.382566,http://www.wikidata.org/entity/Q12623103
Q12623103,Korean Cultural Heritage Association,Korean Cultural Properties Research Institute Association,organization,36.366926,127.382566,http://www.wikidata.org/entity/Q12623103
Q12623103,Korean Cultural Heritage Association,Korean Cultural Properties Survey Research Association,organization,36.366926,127.382566,http://www.wikidata.org/entity/Q12623103
Q12623103,Korean Cultural Heritage Association,Korean Cultural Properties Survey Research Institute Association,organization,36.366926,127.382566,http://www.wikidata.org/entity/Q12623103
Q12623121,Korean Society for Microbiology and Biotechnology,KSMB,organization,37.500504,127.030816,http://www.wikidata.org/entity/Q12623121
Q12623121,Korean Society for Microbiology and Biotechnology,The Korean Society for Microbiology and Biotechnology (Q12623121),organization,37.500504,127.030816,http://www.wikidata.org/entity/Q12623121
Q12623123,The Art History Research Institute of Korea,Buddhist Art History Society,organization,37.601558,126.956826,http://www.wikidata.org/entity/Q12623123
Q12623123,The Art History Research Institute of Korea,Korea Institute of Art History,organization,37.601558,126.956826,http://www.wikidata.org/entity/Q12623123
Q12623124,Art History Association Of Korea,Korean Society of Art History,organization,37.480379,126.953496,http://www.wikidata.org/entity/Q12623124
Q12623135,Korean Folklore Society,The Korean Folklore Society,organization,37.562392,126.907954,http://www.wikidata.org/entity/Q12623135
Q12623148,Korea Invention Promotion Association,KIPA,non-classified public institution,37.502444,127.032399,http://www.wikidata.org/entity/Q12623148
Q12623151,Korea Radiation Industry Association,KSRI,learned society,35.512653,126.833748,http://www.wikidata.org/entity/Q12623151
Q12623175,Korea Legislation Research Institute,KLRI,research institute,36.4922922,127.302146,http://www.wikidata.org/entity/Q12623175
Q12623181,Korea Health Personnel Licensing Examination Institute,KHPLEI,government agency,37.531949,127.085409,http://www.wikidata.org/entity/Q12623181
Q12623181,Korea Health Personnel Licensing Examination Institute,Korea Health Insurance Licensing Examination Institute,government agency,37.531949,127.085409,http://www.wikidata.org/entity/Q12623181
Q12623181,Korea Health Personnel Licensing Examination Institute,National Health Personnel Licensing Examination Board,government agency,37.531949,127.085409,http://www.wikidata.org/entity/Q12623181
Q12623215,Korea Social Science Data Archive,Korean Social Science Resource Center,website,37.574653,126.964301,http://www.wikidata.org/entity/Q12623215
Q12623215,Korea Social Science Data Archive,KOSSDA,website,37.574653,126.964301,http://www.wikidata.org/entity/Q12623215
Q12623215,Korea Social Science Data Archive,kossda.or.kr,website,37.574653,126.964301,http://www.wikidata.org/entity/Q12623215
Q12623236,Tech University of Korea,KPU,university,37.3404,126.733,http://www.wikidata.org/entity/Q12623236
Q12623236,Tech University of Korea,Korea Polytechnic University,university,37.3404,126.733,http://www.wikidata.org/entity/Q12623236
Q12623236,Tech University of Korea,TU Korea,university,37.3404,126.733,http://www.wikidata.org/entity/Q12623236
Q12616387,Jeil High School,Jeil-go,high school,37.478266,126.708373,http://www.wikidata.org/entity/Q12616387
Q12616387,Jeil High School,Jeilgo,high school,37.478266,126.708373,http://www.wikidata.org/entity/Q12616387
Q12616407,April 3 Jeju Peace Park,Jeju 4.3 Peace Park,museum,33.451138,126.618941,http://www.wikidata.org/entity/Q12616407
Q12616412,Jeju Sanbangsan Rock Plant Zone,"Rock Wall Plant Zone, Sanbangsan Mountain, Jeju",natural monument,33.2410459,126.2396255,http://www.wikidata.org/entity/Q12616412
Q12616413,Jeju Sancheondan Gomsol trees,"Gomsol in Ara-dong, Jeju-si, Jeju Special Self-Governing Province.",cultural heritage,33.4475,126.554166666,http://www.wikidata.org/entity/Q12616413
Q12616414,Jeju Samdo Banana leaf Conservation area,"Natural Habitat of Spleenworts on Samdo Island, Jeju",natural monument,33.230277777,126.549444444,http://www.wikidata.org/entity/Q12616414
Q12616442,Jeju National University Hospital,Jeju Clinic,university hospital,33.467074,126.544706,http://www.wikidata.org/entity/Q12616442
Q12616442,Jeju National University Hospital,JNUH,university hospital,33.467074,126.544706,http://www.wikidata.org/entity/Q12616442
Q12605749,Anyang Dongan Police Station,Dongan Police Station,police station,37.368227777,126.958827777,http://www.wikidata.org/entity/Q12605749
Q12605799,Korea Institute of Toxicology,KIT,research institute,36.38793,127.361621,http://www.wikidata.org/entity/Q12605799
Q12605969,Aphaedo,Aphae Island,island,34.86306,126.305,http://www.wikidata.org/entity/Q12605969
Q12605969,Aphaedo,Aphae-do,island,34.86306,126.305,http://www.wikidata.org/entity/Q12605969
Q12606208,Yanggu-eup,Yanggu,eup of South Korea,38.11117,127.95255,http://www.wikidata.org/entity/Q12606208
Q12606297,Yangsu Railway Bridge,Bukhan River Bridge,railway bridge,37.5519385,127.3162257,http://www.wikidata.org/entity/Q12606297
Q12606326,Yangyang-eup,Yangyang,eup of South Korea,38.08916,128.60023,http://www.wikidata.org/entity/Q12606326
Q12606428,Site of Yangcheonhyanggyo Confucian School,Yangcheonhyanggyoji Temple,temple,37.57305556,126.83916667,http://www.wikidata.org/entity/Q12606428
Q12606443,Yangpyeong Yongmunsa Ginkgo Tree,Ginkgo tree of Yongmunsa Temple,natural monument,37.549724,127.570844,http://www.wikidata.org/entity/Q12606443
Q12606452,Yangpyeong-eup,Yangpyeong,eup of South Korea,37.49061,127.513,http://www.wikidata.org/entity/Q12606452
Q12606452,Yangpyeong-eup,Yangpyong,eup of South Korea,37.49061,127.513,http://www.wikidata.org/entity/Q12606452
Q12606641,Eomjeong-myeon,Ŏmjŏng-myŏn,myeon,37.11219,127.92511,http://www.wikidata.org/entity/Q12606641
Q12606659,Korea Energy Economics Institute,KEEI,facility,35.567847,129.319409,http://www.wikidata.org/entity/Q12606659
Q12606769,EXCO,Daegu Exhibition and Convention Center,convention center,35.907083333,128.613138888,http://www.wikidata.org/entity/Q12606769
Q12606885,Jinnamgwan,Yeosu Jinnamgwan,cultural heritage,34.74194444,127.73666667,http://www.wikidata.org/entity/Q12606885
Q12606897,Yeosu Vessel Traffic Service Center,Yeosu VTS,vessel traffic service,34.609257,127.654029,http://www.wikidata.org/entity/Q12606897
Q12616233,Lotte World Mall,Lotte World Tower & Lotte World Mall,shopping center,37.5137,127.1043,http://www.wikidata.org/entity/Q12616233
Q12622418,Hadong-eup,Hadong,eup of South Korea,35.08255,127.73686,http://www.wikidata.org/entity/Q12622418
Q12622432,Eunpung-myeon,Hari-myeon,myeon,36.74218,128.44172,http://www.wikidata.org/entity/Q12622432
Q12622460,Habin,Habin-myeon,myeon,35.89825,128.43024,http://www.wikidata.org/entity/Q12622460
Q12622464,Haseong-myeon,Haseong,myeon,37.73548,126.64134,http://www.wikidata.org/entity/Q12622464
Q12622476,Hayang,Hayang-eup,eup of South Korea,35.916666666,128.816666666,http://www.wikidata.org/entity/Q12622476
Q12622583,Hakgojae,Hakgojae artcenter,art gallery,37.580308,126.9802664,http://www.wikidata.org/entity/Q12622583
Q12622583,Hakgojae,Hakgojae gallery,art gallery,37.580308,126.9802664,http://www.wikidata.org/entity/Q12622583
Q12622715,Korea Public Relations Consultancy Association,KPRCA,organization,37.553792,126.980884,http://www.wikidata.org/entity/Q12622715
Q12622784,Korean Society for Emotion and Sensibility,Korean Emotional Science Society,organization,36.350762,127.384504,http://www.wikidata.org/entity/Q12622784
Q12622784,Korean Society for Emotion and Sensibility,KOSES,organization,36.350762,127.384504,http://www.wikidata.org/entity/Q12622784
Q12622787,Korea Association of Health Promotion,KAHP,organization,37.578084,127.031918,http://www.wikidata.org/entity/Q12622787
Q12622790,Korea Institute of Construction Technology,KICT,research institute,37.696462,126.551195,http://www.wikidata.org/entity/Q12622790
Q12622790,Korea Institute of Construction Technology,Korea Institute of Civil Engineering and Building Technology,research institute,37.696462,126.551195,http://www.wikidata.org/entity/Q12622790
Q12622804,Korean Operations Research and Management Science Society,Korea Management Science Society,nonprofit organization,37.481069,126.998276,http://www.wikidata.org/entity/Q12622804
Q12622804,Korean Operations Research and Management Science Society,KORMS,nonprofit organization,37.481069,126.998276,http://www.wikidata.org/entity/Q12622804
Q12622848,Korea Institute of S&T Evaluation and Planning,KISTEP,organization,37.480094,127.044171,http://www.wikidata.org/entity/Q12622848
Q12622848,Korea Institute of S&T Evaluation and Planning,Korea Institute of Science and Technology Evaluation and Planning,organization,37.480094,127.044171,http://www.wikidata.org/entity/Q12622848
Q12622856,Korea Foundation for the Advancement of Science and Creativity,KOFAC,organization,37.559574,126.986793,http://www.wikidata.org/entity/Q12622856
Q12622870,Korea Customs Trade Development Institute,KCTDI,organization,37.662835,127.035922,http://www.wikidata.org/entity/Q12622870
Q12622876,Korea Advertising Society,KAS,organization,37.557941,126.994343,http://www.wikidata.org/entity/Q12622876
Q12622892,Korean Educational Research Association,KERA,organization,37.583272,126.974409,http://www.wikidata.org/entity/Q12622892
Q12622906,The Korean Studies Institute,Korea Institute for the Advancement of Korean Studies,research institute,36.7022,128.8106,http://www.wikidata.org/entity/Q12622906
Q12622906,The Korean Studies Institute,Korean Studies Advancement Center,research institute,36.7022,128.8106,http://www.wikidata.org/entity/Q12622906
Q12622906,The Korean Studies Institute,KSI,research institute,36.7022,128.8106,http://www.wikidata.org/entity/Q12622906
Q12622906,The Korean Studies Institute,The Advanced Center for Korean Studies,research institute,36.7022,128.8106,http://www.wikidata.org/entity/Q12622906
Q12622906,The Korean Studies Institute,Advanced Center for Korean Studies,research institute,36.7022,128.8106,http://www.wikidata.org/entity/Q12622906
Q12609133,Ulsan Culture & Arts Center,Jonghap Culture & Arts Center,convention center,35.5429,129.327,http://www.wikidata.org/entity/Q12609133
Q12609149,Ulsan Jungbu Fire Station,Central Ulsan Fire Station,fire station,35.56317,129.2990667,http://www.wikidata.org/entity/Q12609149
Q12609157,Ulsan Vessel Traffic Service Center,Ulsan VTS,vessel traffic service,35.503985,129.387164,http://www.wikidata.org/entity/Q12609157
Q12609164,"Petroglyphs of Cheonjeon-ri, Ulju",Cheonjeon-ri petroglyphs,petroglyphic site,35.614444,129.174083,http://www.wikidata.org/entity/Q12609164
Q12609174,"Juniper tree in Hujeong-ri, Uljin",Uljin Hwasong-ri fragrant tree,natural monument,37.1177743,128.7814512,http://www.wikidata.org/entity/Q12609174
Q12609175,Uljin Hwaseong-ri Juniper tree,"Juniper tree in Hwaseong-ri, Uljin",cultural heritage,37.0428465,128.2253838,http://www.wikidata.org/entity/Q12609175
Q12609184,Uljin,Ulchin,eup of South Korea,37.002004,129.400349,http://www.wikidata.org/entity/Q12609184
Q12609184,Uljin,Uljin-eup,eup of South Korea,37.002004,129.400349,http://www.wikidata.org/entity/Q12609184
Q12609217,Changwon Angol Waeseong,Changwon Angol Japanese Fortress,Japanese castle in Korea,35.093888888,128.803333333,http://www.wikidata.org/entity/Q12609217
Q12609222,Ungcheon,Ungcheon-eup,eup of South Korea,36.25341,126.59682,http://www.wikidata.org/entity/Q12609222
Q12609222,Ungcheon,Ungchon,eup of South Korea,36.25341,126.59682,http://www.wikidata.org/entity/Q12609222
Q12609255,Wonkwang Digital University,WDU,educational institution,35.972412,126.956091,http://www.wikidata.org/entity/Q12609255
Q12609287,Wonmi High School,원미고등학교,high school,37.49804,126.782397,http://www.wikidata.org/entity/Q12609287
Q12609287,Wonmi High School,遠美高等學校,high school,37.49804,126.782397,http://www.wikidata.org/entity/Q12609287
Q12609341,Korea Cancer Center Hospital,Korea Atomic Energy Academy,hospital,37.6294332,127.0826468,http://www.wikidata.org/entity/Q12609341
Q12609367,Mirae High School,Wonju Technical High School,high school,37.339098,128.00692,http://www.wikidata.org/entity/Q12609367
Q12609478,Moonlight Bridge,Wolyeonggyo,bridge,36.576667,128.76075,http://www.wikidata.org/entity/Q12609478
Q12609478,Moonlight Bridge,Woryeonggyo,bridge,36.576667,128.76075,http://www.wikidata.org/entity/Q12609478
Q12609555,Wido,Wi-do,island,35.596111111,126.285277777,http://www.wikidata.org/entity/Q12609555
Q12609669,Yugu,Yugu-eup,eup of South Korea,36.5937,126.96765,http://www.wikidata.org/entity/Q12609669
Q12607085,Yeonmu,Yeonmu-eup,eup of South Korea,36.10687,127.1025,http://www.wikidata.org/entity/Q12607085
Q12607085,Yeonmu,Yonmu,eup of South Korea,36.10687,127.1025,http://www.wikidata.org/entity/Q12607085
Q12607151,Yeonil,Yeonil-eup,eup of South Korea,36.00134,129.31587,http://www.wikidata.org/entity/Q12607151
Q12607151,Yeonil,Yonil,eup of South Korea,36.00134,129.31587,http://www.wikidata.org/entity/Q12607151
Q12607171,Yeoncheon-eup,Yeoncheon,eup of South Korea,38.09762,127.11363,http://www.wikidata.org/entity/Q12607171
Q12607171,Yeoncheon-eup,Yonchon,eup of South Korea,38.09762,127.11363,http://www.wikidata.org/entity/Q12607171
Q12607259,Yeomchi,Yeomchi-eup,eup of South Korea,36.81677,126.98157,http://www.wikidata.org/entity/Q12607259
Q12607259,Yeomchi,Yomchi,eup of South Korea,36.81677,126.98157,http://www.wikidata.org/entity/Q12607259
Q12607280,Northernmost population of Neolitsea sericea,"Northernmost Population of Sericeous Newlitse at Bulgapsa Temple, Yeonggwang",natural monument,35.2007754,126.5472752,http://www.wikidata.org/entity/Q12607280
Q12607299,Yeongguk Temple,Yeongguksa,Buddhist temple,36.158107,127.6059779,http://www.wikidata.org/entity/Q12607299
Q12607305,Yeungnam University Medical Center,YUMC,medical organization,35.847328,128.584808,http://www.wikidata.org/entity/Q12607305
Q12607317,Yeongdeok,Yeongdeok-eup,eup of South Korea,36.43531,129.38252,http://www.wikidata.org/entity/Q12607317
Q12607317,Yeongdeok,Yongdok,eup of South Korea,36.43531,129.38252,http://www.wikidata.org/entity/Q12607317
Q12607341,Yeongdong-eup,Yongdong,eup of South Korea,36.1792,127.80894,http://www.wikidata.org/entity/Q12607341
Q12607341,Yeongdong-eup,Yeongdong,eup of South Korea,36.1792,127.80894,http://www.wikidata.org/entity/Q12607341
Q12607389,Jeonbuk Artificial Intelligence High School,Youngsun High School,private school,35.414047,126.557641,http://www.wikidata.org/entity/Q12607389
Q12607411,Yeongam Dogapsa Stone Seated Buddha Statue,Stone Seated Buddha of Dogapsa Temple in Yeongam,statue,34.753888888,126.663888888,http://www.wikidata.org/entity/Q12607411
Q12607434,Yeongyang,Yongyang,eup of South Korea,36.63689,129.1788,http://www.wikidata.org/entity/Q12607434
Q12607434,Yeongyang,Yeongyang-eup,eup of South Korea,36.63689,129.1788,http://www.wikidata.org/entity/Q12607434
Q12607462,"Ginkgo tree in Hasong-ri, Yeongwol",Yeongwol Hasong-ri Ginkgo Tree,natural monument,37.1791808,128.461686,http://www.wikidata.org/entity/Q12607462
Q12607471,"Plinths of Yeongeunmun Gate, Seoul",Plinths of Yeongeunmun,Historic sites of South Korea,37.57231,126.9596161,http://www.wikidata.org/entity/Q12607471
Q12615087,Jeollanam-do Fire Aviation Bridge,Jeonnam Fire Aviation Bridge,fire station,34.828472222,126.703202777,http://www.wikidata.org/entity/Q12615087
Q12615100,Jeonnam Provincial Government,Jeollanam-do Government,regional local government in South Korea,34.816222222,126.462916666,http://www.wikidata.org/entity/Q12615100
Q12615104,Jeonbuk Provincial Office of Education,Jeollabuk-do Office of Education,local government,35.804273,127.102568,http://www.wikidata.org/entity/Q12615104
Q12615114,Jeonbuk Provincial Government,Jeollabuk-do Government,regional local government in South Korea,35.820358,127.108726,http://www.wikidata.org/entity/Q12615114
Q12615121,Korean Security Agency Of Trade And Industry,KOSTI,public institution in South Korea,37.5103238,127.0610228,http://www.wikidata.org/entity/Q12615121
Q12615161,Jeonbuk National University Hospital,Chonbuk National University Hospital,university hospital,35.846906,127.1406635,http://www.wikidata.org/entity/Q12615161
Q12615163,Jeonbuk Provincial Police Agency,Jeollabuk-do Police Agency,police,35.824191,127.105116,http://www.wikidata.org/entity/Q12615163
Q12615260,Korea Electronics Technology Institute,KETI,research institute,37.40358,127.160017,http://www.wikidata.org/entity/Q12615260
Q12615292,Jeonju guest house,Jeonju Pungpaejigwan,historic site,35.8186646,127.1426821,http://www.wikidata.org/entity/Q12615292
Q12615324,Jeonju Wansan Fire Station,Wansan Fire Station,fire station,35.799063888,127.116402777,http://www.wikidata.org/entity/Q12615324
Q12615327,Jeonju Eunhwa School,Eunhwa School,special education school,35.819219684,127.086449969,http://www.wikidata.org/entity/Q12615327
Q12615507,Jeongnam-myeon,Jeongnammyeon,myeon,37.15904,126.98526,http://www.wikidata.org/entity/Q12615507
Q12615535,Chungdong First Methodist Church,Chung Dong First Methodist Church,church building,37.565555555,126.972222222,http://www.wikidata.org/entity/Q12615535
Q12615535,Chungdong First Methodist Church,Chung-dong First Methodist Church,church building,37.565555555,126.972222222,http://www.wikidata.org/entity/Q12615535
Q12615535,Chungdong First Methodist Church,Jeong-dong First Methodist Church,church building,37.565555555,126.972222222,http://www.wikidata.org/entity/Q12615535
Q12615535,Chungdong First Methodist Church,Jeongdong First Church,church building,37.565555555,126.972222222,http://www.wikidata.org/entity/Q12615535
Q12615535,Chungdong First Methodist Church,Jeongdong First Methodist Church,church building,37.565555555,126.972222222,http://www.wikidata.org/entity/Q12615535
Q12615656,Korea Information Society Development Institute,KISDI,government agency,36.903185903,127.542713304,http://www.wikidata.org/entity/Q12615656
Q12615656,Korea Information Society Development Institute,Korea Information Strategy Development Institute,government agency,36.903185903,127.542713304,http://www.wikidata.org/entity/Q12615656
Q12615673,Government Complex Sejong,"Government Complex, Sejong",building complex,36.504722222,127.265277777,http://www.wikidata.org/entity/Q12615673
Q12615713,"Sanhodonggul Cave, Jeongseon",Jeongseon Coral Cave,natural monument,37.469138888,128.730444444,http://www.wikidata.org/entity/Q12615713
Q12615714,Jeongseon Baekbokryeong Karst Zone,Jeongseon Baekbokryeong Karst Area,natural monument,37.535111111,128.92975,http://www.wikidata.org/entity/Q12615714
Q12615726,Jeongseon-eup,Chongson,eup of South Korea,37.37235,128.63287,http://www.wikidata.org/entity/Q12615726
Q12615726,Jeongseon-eup,Jeongseon,eup of South Korea,37.37235,128.63287,http://www.wikidata.org/entity/Q12615726
Q12617659,Chung-Ang University Hospital,CAUH,university hospital,37.506805,126.960763,http://www.wikidata.org/entity/Q12617659
Q12610648,Eumseong-eup,Eumseong,eup of South Korea,36.93897,127.65425,http://www.wikidata.org/entity/Q12610648
Q12610648,Eumseong-eup,Umsong,eup of South Korea,36.93897,127.65425,http://www.wikidata.org/entity/Q12610648
Q12610716,Uiryeong,Uiryeong-eup,eup of South Korea,35.30218,128.26813,http://www.wikidata.org/entity/Q12610716
Q12610716,Uiryeong,Uiryong,eup of South Korea,35.30218,128.26813,http://www.wikidata.org/entity/Q12610716
Q12610744,Uiseong Jeori Dinosaur Footprint Fossil Site,"Dinosaur Tracksite in Jeo-ri, Uiseong",natural monument,36.284861111,128.6965,http://www.wikidata.org/entity/Q12610744
Q12610751,Uiseong,Uiseong-eup,eup of South Korea,36.34824,128.70422,http://www.wikidata.org/entity/Q12610751
Q12610751,Uiseong,Uisong,eup of South Korea,36.34824,128.70422,http://www.wikidata.org/entity/Q12610751
Q12611409,Imun Seolnongtang,Imun Seollongtang,restaurant,37.5726,126.9839,http://www.wikidata.org/entity/Q12611409
Q12612282,Gadeokdo,Katoku Somu,island,35.03,128.83,http://www.wikidata.org/entity/Q12612282
Q12623836,Korea Institute of Oriental Medicine,KIOM,research institute,36.399188,127.394635,http://www.wikidata.org/entity/Q12623836
Q12623837,Graduate School of Korean Studies,GSKS,graduate university,37.393305555,127.053661111,http://www.wikidata.org/entity/Q12623837
Q12623890,Korea Research Institute of Chemical Technology,KRICT,research institute,36.388717,127.359805,http://www.wikidata.org/entity/Q12623890
Q12623975,Hallym University Medical Center,HUMC,medical organization,37.886225,127.737751,http://www.wikidata.org/entity/Q12623975
Q12623979,Hallim,Hallim-eup,eup of South Korea,33.37294,126.28275,http://www.wikidata.org/entity/Q12623979
Q12624052,The Society of Korean Traditional Costume,Hanbok Culture Society,organization,37.725606,126.767098,http://www.wikidata.org/entity/Q12624052
Q12624172,Hanyang University Medical Center,HYUMC,university hospital,37.557262,127.0453,http://www.wikidata.org/entity/Q12624172
Q12624185,Hanyeong University,Hanyeong College,private university,34.754,127.715,http://www.wikidata.org/entity/Q12624185
Q12624192,Seoul Hanyoung University,Hanyoung Theological University,private university,37.496541,126.851219,http://www.wikidata.org/entity/Q12624192
Q12624294,Hanil General Hospital,HGH,hospital,37.645856,127.028576,http://www.wikidata.org/entity/Q12624294
Q12624294,Hanil General Hospital,Kepco Medical Center,hospital,37.645856,127.028576,http://www.wikidata.org/entity/Q12624294
Q12624348,Hantangang Daegyocheon Basalt Gorge,Hantangang Daegyocheon Basalt Canyon,natural monument,38.182111111,127.279166666,http://www.wikidata.org/entity/Q12624348
Q12624384,Halmi Mountain Fortress,Yongin Halmi Fortress,fortress,37.287652777,127.176908333,http://www.wikidata.org/entity/Q12624384
Q12624384,Halmi Mountain Fortress,Yongin Halmi Mountain Fortress,fortress,37.287652777,127.176908333,http://www.wikidata.org/entity/Q12624384
Q12624446,Hamyeol,Hamyeol-eup,eup of South Korea,36.07435,126.96324,http://www.wikidata.org/entity/Q12624446
Q12624446,Hamyeol,Hamyol,eup of South Korea,36.07435,126.96324,http://www.wikidata.org/entity/Q12624446
Q12624461,"Hampyeong Hyanggyo-ri Zelkova, Hackberry, and Hornbeam Forest",Forest of Hackberry Zelkova and Hornbeam in Hyanggyo ri Hampyeong,forest,35.065704,126.533605,http://www.wikidata.org/entity/Q12624461
Q12624472,Hampyeong-eup,Hampyeong,eup of South Korea,35.06498,126.48778,http://www.wikidata.org/entity/Q12624472
Q12624472,Hampyeong-eup,Hampyong,eup of South Korea,35.06498,126.48778,http://www.wikidata.org/entity/Q12624472
Q12624518,Hapcheon,Hapcheon-eup,eup of South Korea,35.60668,128.12924,http://www.wikidata.org/entity/Q12624518
Q12624518,Hapcheon,Hapchon,eup of South Korea,35.60668,128.12924,http://www.wikidata.org/entity/Q12624518
Q12624565,Haenam-eup,Haenam,eup of South Korea,34.55467,126.56461,http://www.wikidata.org/entity/Q12624565
Q12613701,Ilsan,Ilsan New Town,planned community,37.666667,126.75,http://www.wikidata.org/entity/Q12613701
Q12613888,Imsil-eup,Imsil,eup of South Korea,35.58913,127.27195,http://www.wikidata.org/entity/Q12613888
Q12620109,Chungnam National University Hospital,CNUH,university hospital,36.316889,127.414886,http://www.wikidata.org/entity/Q12620109
Q12620119,Chungnam Provincial Police Agency,Chungcheongnam-do Police Agency,police,36.661267,126.676244,http://www.wikidata.org/entity/Q12620119
Q12620173,"Iron Seated Buddha, Chungju",Chungju Cheoljo Yeorae Seated Statue,statue,36.969444444,127.929166666,http://www.wikidata.org/entity/Q12620173
Q12620195,Chungnam Provincial Government,Chungcheongnam-do Government,regional local government in South Korea,36.658827,126.672835,http://www.wikidata.org/entity/Q12620195
Q12620199,Chungcheongbuk-do Special Rescue Squad,Chungbuk Special Rescue Squad,fire station,36.712363888,127.483780555,http://www.wikidata.org/entity/Q12620199
Q12620207,Chungbuk Provincial Government,Chungcheongbuk-do Government,regional local government in South Korea,36.635684,127.49139,http://www.wikidata.org/entity/Q12620207
Q12620927,Tap·Daeseong-dong,Tapdaeseong-dong,dong of South Korea,36.62883,127.49713,http://www.wikidata.org/entity/Q12620927
Q12620970,Taebaek Jangseong Early Paleozoic Fossil Site,aebaek Jangseong Ordovician Fossil Site,natural monument,37.101666666,129.016666666,http://www.wikidata.org/entity/Q12620970
Q12620970,Taebaek Jangseong Early Paleozoic Fossil Site,Taebaek Jangseong Ordovician Fossil Site,natural monument,37.101666666,129.016666666,http://www.wikidata.org/entity/Q12620970
Q12620970,Taebaek Jangseong Early Paleozoic Fossil Site,"Trilobite fossil site,Jangseong-dong, Taebaek-si, Gangwon-do",natural monument,37.101666666,129.016666666,http://www.wikidata.org/entity/Q12620970
Q12621006,Taean-eup,Taean,eup of South Korea,36.76147,126.31205,http://www.wikidata.org/entity/Q12621006
Q12621143,Tokki-seom,To-do,island,37.0575,126.01083,http://www.wikidata.org/entity/Q12621143
Q12623410,Korea Institute of Energy Research,KIER,facility,36.383716,127.359638,http://www.wikidata.org/entity/Q12623410
Q12623411,Korea Institute of Energy Technology Evaluation and Planning,KETEP,government agency,37.559929,126.990923,http://www.wikidata.org/entity/Q12623411
Q12623419,Korean Women's Development Institute,KWDI,government agency,37.610936,126.93506,http://www.wikidata.org/entity/Q12623419
Q12623460,Korean Cinema Association,KCA,professional association,37.593066,126.978529,http://www.wikidata.org/entity/Q12623460
Q12623460,Korean Cinema Association,Korean Film Society,professional association,37.593066,126.978529,http://www.wikidata.org/entity/Q12623460
Q12623488,Korea Institute of Radiological and Medical Sciences,KIRAMS,medical organization,37.630214,127.082389,http://www.wikidata.org/entity/Q12623488
Q12623500,The Genetics Society of Korea,GSK,organization,37.500695,127.030373,http://www.wikidata.org/entity/Q12623500
Q12623524,Recording Industry Association of Korea,RIAK,nonprofit organization,37.581638888,126.887055555,http://www.wikidata.org/entity/Q12623524
Q12623621,Korea Disabled People s Development Institute,KODDI,organization,37.527659,126.917756,http://www.wikidata.org/entity/Q12623621
Q12623676,Korea Pharmaceutical and Bio-Pharma Manufacturers Association,Chosun Pharmaceutical Manufacturers Association,association,37.482477,127.001626,http://www.wikidata.org/entity/Q12623676
Q12623676,Korea Pharmaceutical and Bio-Pharma Manufacturers Association,Korea Pharmaceutical Manufacturers Association,association,37.482477,127.001626,http://www.wikidata.org/entity/Q12623676
Q12623676,Korea Pharmaceutical and Bio-Pharma Manufacturers Association,KPBMA,association,37.482477,127.001626,http://www.wikidata.org/entity/Q12623676
Q12623720,Korean Vacuum Society,the Korean Vacuum Society,scientific society,37.5066225,127.0544959,http://www.wikidata.org/entity/Q12623720
Q12623737,Korea Railroad Research Institute,KRRI,research institute,37.314221,126.951305,http://www.wikidata.org/entity/Q12623737
